etymon,root_language,german_meaning (LIV),cognate_sets,reflexes,meanings of reflexes,number of distinct meanings
*h₂u̯eh₁-,Proto-Indo-European,,40 | 342 | 1662 | 1806 | 1955 | 1993 | 3436 | 3661 | 5142 | 5156 | 6778 | 7464 | 7547 | 9440,"vât″r | vecer | vent | vítr | vind | wind | wind | vindur | wind | vent | wyn | Wind | vindur | vento | vė́jas | wětš | wětřik | vetar | wiatr | vento | vind | veter | bentu | (b)entu | vjetar | vietor | veter | viento | vind | vìter | vint | uentus | větrŭ | want | yente | vā́taḥ | ḫuu̯ant- | wetro | vējš | vent | vint | vāta | vinder | vāta | vārā | avel, auel | bātä | bād | v́otĕr | wiater | wād | ba | wād | viejs | vânt | vi̯ant | viento | vent | vent | vë | viento | awel | awel | gwynt | wiatr, wietr | gwynt | vietr | v′iter | v′ä̀tir | w′ä̀t′ḁr | wōt(a) | veter | veiter | avelou | oado | yāvā | wāt | bād | bɒ | bāz | gwāt | bā | věterŭ | vent | víntu | wād | vent | bôtāh | ʋạd | wā | wā | bāla | uuint | wind | wint | wind | uuind | wint | winds | gwyns | guinz, gwenz | vind | vento | bā | vént | nwazyn | niwazun | parwāz kardan | wazēd | frawazti | alwatal | wazeda | raweekht | bād kardan | bād kerdak | ʋạd ạkare | bā akāt | dārī gwāta kant | wokht | viză | wjaža | vedrü | ạʋeze | wazeda | wozd | bahan karā | veðr",wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | drink | drink | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | swell | swell | swell | swell | swell | fall | house | house | sun | run | swim | swim | carry | wind,10
*u̯eg̑ʰ-,Proto-Indo-European,,40 | 342 | 1662 | 1806 | 1955 | 1993 | 3436 | 3661 | 5142 | 5156 | 6778 | 7464 | 7547 | 9440,"vât″r | vecer | vent | vítr | vind | wind | wind | vindur | wind | vent | wyn | Wind | vindur | vento | vė́jas | wětš | wětřik | vetar | wiatr | vento | vind | veter | bentu | (b)entu | vjetar | vietor | veter | viento | vind | vìter | vint | uentus | větrŭ | want | yente | vā́taḥ | ḫuu̯ant- | wetro | vējš | vent | vint | vāta | vinder | vāta | vārā | avel, auel | bātä | bād | v́otĕr | wiater | wād | ba | wād | viejs | vânt | vi̯ant | viento | vent | vent | vë | viento | awel | awel | gwynt | wiatr, wietr | gwynt | vietr | v′iter | v′ä̀tir | w′ä̀t′ḁr | wōt(a) | veter | veiter | avelou | oado | yāvā | wāt | bād | bɒ | bāz | gwāt | bā | věterŭ | vent | víntu | wād | vent | bôtāh | ʋạd | wā | wā | bāla | uuint | wind | wint | wind | uuind | wint | winds | gwyns | guinz, gwenz | vind | vento | bā | vént | nwazyn | niwazun | parwāz kardan | wazēd | frawazti | alwatal | wazeda | raweekht | bād kardan | bād kerdak | ʋạd ạkare | bā akāt | dārī gwāta kant | wokht | viză | wjaža | vedrü | ạʋeze | wazeda | wozd | bahan karā | veðr",wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | drink | drink | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | swell | swell | swell | swell | swell | fall | house | house | sun | run | swim | swim | carry | wind,10
?*h₂u̯eh₁-,Proto-Indo-European,,40 | 342 | 1662 | 1806 | 1955 | 1993 | 3436 | 3661 | 5142 | 5156 | 6778 | 7464 | 7547 | 9440,"vât″r | vecer | vent | vítr | vind | wind | wind | vindur | wind | vent | wyn | Wind | vindur | vento | vė́jas | wětš | wětřik | vetar | wiatr | vento | vind | veter | bentu | (b)entu | vjetar | vietor | veter | viento | vind | vìter | vint | uentus | větrŭ | want | yente | vā́taḥ | ḫuu̯ant- | wetro | vējš | vent | vint | vāta | vinder | vāta | vārā | avel, auel | bātä | bād | v́otĕr | wiater | wād | ba | wād | viejs | vânt | vi̯ant | viento | vent | vent | vë | viento | awel | awel | gwynt | wiatr, wietr | gwynt | vietr | v′iter | v′ä̀tir | w′ä̀t′ḁr | wōt(a) | veter | veiter | avelou | oado | yāvā | wāt | bād | bɒ | bāz | gwāt | bā | věterŭ | vent | víntu | wād | vent | bôtāh | ʋạd | wā | wā | bāla | uuint | wind | wint | wind | uuind | wint | winds | gwyns | guinz, gwenz | vind | vento | bā | vént | nwazyn | niwazun | parwāz kardan | wazēd | frawazti | alwatal | wazeda | raweekht | bād kardan | bād kerdak | ʋạd ạkare | bā akāt | dārī gwāta kant | wokht | viză | wjaža | vedrü | ạʋeze | wazeda | wozd | bahan karā | veðr",wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | drink | drink | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | swell | swell | swell | swell | swell | fall | house | house | sun | run | swim | swim | carry | wind,10
*weϸra- ~ *wedra-,Proto-Germanic,,40 | 342 | 1662 | 1806 | 1955 | 1993 | 3436 | 3661 | 5142 | 5156 | 6778 | 7464 | 7547 | 9440,"vât″r | vecer | vent | vítr | vind | wind | wind | vindur | wind | vent | wyn | Wind | vindur | vento | vė́jas | wětš | wětřik | vetar | wiatr | vento | vind | veter | bentu | (b)entu | vjetar | vietor | veter | viento | vind | vìter | vint | uentus | větrŭ | want | yente | vā́taḥ | ḫuu̯ant- | wetro | vējš | vent | vint | vāta | vinder | vāta | vārā | avel, auel | bātä | bād | v́otĕr | wiater | wād | ba | wād | viejs | vânt | vi̯ant | viento | vent | vent | vë | viento | awel | awel | gwynt | wiatr, wietr | gwynt | vietr | v′iter | v′ä̀tir | w′ä̀t′ḁr | wōt(a) | veter | veiter | avelou | oado | yāvā | wāt | bād | bɒ | bāz | gwāt | bā | věterŭ | vent | víntu | wād | vent | bôtāh | ʋạd | wā | wā | bāla | uuint | wind | wint | wind | uuind | wint | winds | gwyns | guinz, gwenz | vind | vento | bā | vént | nwazyn | niwazun | parwāz kardan | wazēd | frawazti | alwatal | wazeda | raweekht | bād kardan | bād kerdak | ʋạd ạkare | bā akāt | dārī gwāta kant | wokht | viză | wjaža | vedrü | ạʋeze | wazeda | wozd | bahan karā | veðr",wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | wind | drink | drink | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | swell | swell | swell | swell | swell | fall | house | house | sun | run | swim | swim | carry | wind,10
*pet-,Proto-Indo-European,,216 | 790 | 837 | 1486 | 1525 | 1567 | 1706 | 4064 | 5968 | 6196 | 7561 | 7563 | 8378 | 8796,"pātā | pattā | pāt | pattā | pāt | patta | pattā | patai | pāt | pattar, pattā | paṭu | poṭ | petṓ | pétomai | pattai- / patti- | tʿṙčʿel | tʿṙčʿil | tʿṙčʿim | eitil | tha air iteig | etlagh | pétomai | petṓ | (a)petáō | petṓ | petánō | hedfan, hedag | ehedec | pat- | pataiti | tapin wocn | potámi | potamós | potamós | potamós | potám | potamó | potamós, potámi(n) | fteroýga | eiteog | ptéryx | penna | pattar / pattan- | tʿew | tʿew | tʿew | ette | ptéryx | fteró(n), fteroúli(n) | (a)thterýga | aden | adain | feddāh | fiþere | pe̯ánă | v′aṭ | tap | unr′a pâṭü | pâṭ′a | udr′epâṭa | paṭä | undrẫvâṭ | pātar, patarā | paṭu | patalā | əntʿanam | oftādan | píptō | péftō | patati | paṛā | paḍaṇe | pyon | pīttä | píptō | ōftēd | ppéftō | péfto | péttho | wháida | ampatǝt | afte | pôri jûwā | mofte | fjer | veer | feather | fjøður | fear | Feder | fjöður | pena | fjær | pinna | fjäder | ite | pterón | fteró | fiädher | pi-ti-ro₂-we-sa | fterón | fteró(n), fteroúli(n), fteroúgi(n) | fteró | (a)ttheró | pattar / pattan- | pană | penna | pene | penne | phaáṭ | Fädere | pirdúv | poc̣h | faṭa | pǟṭ | fedara | vedere | feþer | feđera | vedere | fjǫðr | fjør | pena | pâṭ′ü | pâṭ′a | pâṭ′a | paṭä | pâṭ′u | éan | eun | én | etno- | pájaro | etn | ezn, ezen, ezenn | pássaro | shpend | paxaro | pasăre | evn | (a)deryn | edn | adar | atar | paserái̯n | ethen | ethen | tʿṙčʿown | tʿṙčʿown | tʿṙčʿown | pássaro | peik",leaf | leaf | leaf | leaf | leaf | leaf | leaf | leaf | leaf | leaf | leaf | leaf | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | river | river | river | river | river | river | river | wing | wing | wing | wing | wing | wing | wing | wing | wing | wing | wing | wing | wing | wing | wing | wing | wing | wing | wing | wing | wing | wing | wing | wing | narrow | narrow | narrow | run | fall | fall | fall | fall | fall | fall | fall | fall | fall | fall | fall | fall | fall | fall | fall | fall | fall | fall | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | sleep,10
pattrala-,Sanskrit,,216 | 790 | 837 | 1486 | 1525 | 1567 | 1706 | 4064 | 5968 | 6196 | 7561 | 7563 | 8378 | 8796,"pātā | pattā | pāt | pattā | pāt | patta | pattā | patai | pāt | pattar, pattā | paṭu | poṭ | petṓ | pétomai | pattai- / patti- | tʿṙčʿel | tʿṙčʿil | tʿṙčʿim | eitil | tha air iteig | etlagh | pétomai | petṓ | (a)petáō | petṓ | petánō | hedfan, hedag | ehedec | pat- | pataiti | tapin wocn | potámi | potamós | potamós | potamós | potám | potamó | potamós, potámi(n) | fteroýga | eiteog | ptéryx | penna | pattar / pattan- | tʿew | tʿew | tʿew | ette | ptéryx | fteró(n), fteroúli(n) | (a)thterýga | aden | adain | feddāh | fiþere | pe̯ánă | v′aṭ | tap | unr′a pâṭü | pâṭ′a | udr′epâṭa | paṭä | undrẫvâṭ | pātar, patarā | paṭu | patalā | əntʿanam | oftādan | píptō | péftō | patati | paṛā | paḍaṇe | pyon | pīttä | píptō | ōftēd | ppéftō | péfto | péttho | wháida | ampatǝt | afte | pôri jûwā | mofte | fjer | veer | feather | fjøður | fear | Feder | fjöður | pena | fjær | pinna | fjäder | ite | pterón | fteró | fiädher | pi-ti-ro₂-we-sa | fterón | fteró(n), fteroúli(n), fteroúgi(n) | fteró | (a)ttheró | pattar / pattan- | pană | penna | pene | penne | phaáṭ | Fädere | pirdúv | poc̣h | faṭa | pǟṭ | fedara | vedere | feþer | feđera | vedere | fjǫðr | fjør | pena | pâṭ′ü | pâṭ′a | pâṭ′a | paṭä | pâṭ′u | éan | eun | én | etno- | pájaro | etn | ezn, ezen, ezenn | pássaro | shpend | paxaro | pasăre | evn | (a)deryn | edn | adar | atar | paserái̯n | ethen | ethen | tʿṙčʿown | tʿṙčʿown | tʿṙčʿown | pássaro | peik",leaf | leaf | leaf | leaf | leaf | leaf | leaf | leaf | leaf | leaf | leaf | leaf | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | river | river | river | river | river | river | river | wing | wing | wing | wing | wing | wing | wing | wing | wing | wing | wing | wing | wing | wing | wing | wing | wing | wing | wing | wing | wing | wing | wing | wing | narrow | narrow | narrow | run | fall | fall | fall | fall | fall | fall | fall | fall | fall | fall | fall | fall | fall | fall | fall | fall | fall | fall | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | feather | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | sleep,10
*dʰu̯eh₂-,Proto-Indo-European,,123 | 989 | 1115 | 2463 | 2464 | 2567 | 3113 | 3738 | 5284 | 8821 | 9032 | 9218 | 9538,"dhom̐ẏā | dym | fum | fumée | dhuāṁ | deatach | fumo | daeh | fum | dū́mai | dym | dhūra | dhuvā | dūd | dym | fumo | dym | fumu | fumu | dim | duma | dym | dim | humo | dim | ðit | foumîre | dhuāṅ | dhūmáḥ | dymŭ | fūmus | tuḫḫuu̯ai- / tuḫḫui- | dhuān | dikel | dumis | dūmi | fum | jaagh | dé | dhūma | dumä | dåim | dim | dūd | dūd | dhuṅā | dhuumíi | dyumi | fum | fummo | fumee | fumee | fmihe | fumo | dhuāṁ | dym | dým | dūr | dωm | dim | dim | fum | fum | fum | dum | dhûm̐wā | dʰūⁿāⁿ | dīmī | diim | di | di | düd | di | diz | dūt | dü | dev | dūkaɫ | dūkał | looge | δūd | dheed | fumaça | ül′üm | d′üm | di′um | di′um | düm | d′uːm | füm | dükaḷ | dišam | dyhac′ | dýchat | dychaś | dychać | diše | oddychać | dyšat' | disati | dýchať | dihati | dihati | dyxati | òddëchac | dvašuot | dychać | dychati, dýchati | dώxatɪ | dъ̀xam | dъ̀xam | dihati | dihati | dust | dust | dust | dūst | dust | dymgæ | dumgæ | dâm′u | dam′i | dam′i | dom′oː | damēd | damēd | fϑam | twe | tweye | daamon | dɨfn | dʰouṇ",smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | dust | dust | dust | dust | dust | wind | wind | wind | wind | wind | wind | breathe | breathe | breathe | dust | dust | rain | nose | neck,7
*dʰu̯es-,Proto-Indo-European,,123 | 989 | 1115 | 2463 | 2464 | 2567 | 3113 | 3738 | 5284 | 8821 | 9032 | 9218 | 9538,"dhom̐ẏā | dym | fum | fumée | dhuāṁ | deatach | fumo | daeh | fum | dū́mai | dym | dhūra | dhuvā | dūd | dym | fumo | dym | fumu | fumu | dim | duma | dym | dim | humo | dim | ðit | foumîre | dhuāṅ | dhūmáḥ | dymŭ | fūmus | tuḫḫuu̯ai- / tuḫḫui- | dhuān | dikel | dumis | dūmi | fum | jaagh | dé | dhūma | dumä | dåim | dim | dūd | dūd | dhuṅā | dhuumíi | dyumi | fum | fummo | fumee | fumee | fmihe | fumo | dhuāṁ | dym | dým | dūr | dωm | dim | dim | fum | fum | fum | dum | dhûm̐wā | dʰūⁿāⁿ | dīmī | diim | di | di | düd | di | diz | dūt | dü | dev | dūkaɫ | dūkał | looge | δūd | dheed | fumaça | ül′üm | d′üm | di′um | di′um | düm | d′uːm | füm | dükaḷ | dišam | dyhac′ | dýchat | dychaś | dychać | diše | oddychać | dyšat' | disati | dýchať | dihati | dihati | dyxati | òddëchac | dvašuot | dychać | dychati, dýchati | dώxatɪ | dъ̀xam | dъ̀xam | dihati | dihati | dust | dust | dust | dūst | dust | dymgæ | dumgæ | dâm′u | dam′i | dam′i | dom′oː | damēd | damēd | fϑam | twe | tweye | daamon | dɨfn | dʰouṇ",smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | dust | dust | dust | dust | dust | wind | wind | wind | wind | wind | wind | breathe | breathe | breathe | dust | dust | rain | nose | neck,7
*dʰu̯ens-,Proto-Indo-European,,123 | 989 | 1115 | 2463 | 2464 | 2567 | 3113 | 3738 | 5284 | 8821 | 9032 | 9218 | 9538,"dhom̐ẏā | dym | fum | fumée | dhuāṁ | deatach | fumo | daeh | fum | dū́mai | dym | dhūra | dhuvā | dūd | dym | fumo | dym | fumu | fumu | dim | duma | dym | dim | humo | dim | ðit | foumîre | dhuāṅ | dhūmáḥ | dymŭ | fūmus | tuḫḫuu̯ai- / tuḫḫui- | dhuān | dikel | dumis | dūmi | fum | jaagh | dé | dhūma | dumä | dåim | dim | dūd | dūd | dhuṅā | dhuumíi | dyumi | fum | fummo | fumee | fumee | fmihe | fumo | dhuāṁ | dym | dým | dūr | dωm | dim | dim | fum | fum | fum | dum | dhûm̐wā | dʰūⁿāⁿ | dīmī | diim | di | di | düd | di | diz | dūt | dü | dev | dūkaɫ | dūkał | looge | δūd | dheed | fumaça | ül′üm | d′üm | di′um | di′um | düm | d′uːm | füm | dükaḷ | dišam | dyhac′ | dýchat | dychaś | dychać | diše | oddychać | dyšat' | disati | dýchať | dihati | dihati | dyxati | òddëchac | dvašuot | dychać | dychati, dýchati | dώxatɪ | dъ̀xam | dъ̀xam | dihati | dihati | dust | dust | dust | dūst | dust | dymgæ | dumgæ | dâm′u | dam′i | dam′i | dom′oː | damēd | damēd | fϑam | twe | tweye | daamon | dɨfn | dʰouṇ",smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | dust | dust | dust | dust | dust | wind | wind | wind | wind | wind | wind | breathe | breathe | breathe | dust | dust | rain | nose | neck,7
*dʰmeH-,Proto-Indo-European,,123 | 989 | 1115 | 2463 | 2464 | 2567 | 3113 | 3738 | 5284 | 8821 | 9032 | 9218 | 9538,"dhom̐ẏā | dym | fum | fumée | dhuāṁ | deatach | fumo | daeh | fum | dū́mai | dym | dhūra | dhuvā | dūd | dym | fumo | dym | fumu | fumu | dim | duma | dym | dim | humo | dim | ðit | foumîre | dhuāṅ | dhūmáḥ | dymŭ | fūmus | tuḫḫuu̯ai- / tuḫḫui- | dhuān | dikel | dumis | dūmi | fum | jaagh | dé | dhūma | dumä | dåim | dim | dūd | dūd | dhuṅā | dhuumíi | dyumi | fum | fummo | fumee | fumee | fmihe | fumo | dhuāṁ | dym | dým | dūr | dωm | dim | dim | fum | fum | fum | dum | dhûm̐wā | dʰūⁿāⁿ | dīmī | diim | di | di | düd | di | diz | dūt | dü | dev | dūkaɫ | dūkał | looge | δūd | dheed | fumaça | ül′üm | d′üm | di′um | di′um | düm | d′uːm | füm | dükaḷ | dišam | dyhac′ | dýchat | dychaś | dychać | diše | oddychać | dyšat' | disati | dýchať | dihati | dihati | dyxati | òddëchac | dvašuot | dychać | dychati, dýchati | dώxatɪ | dъ̀xam | dъ̀xam | dihati | dihati | dust | dust | dust | dūst | dust | dymgæ | dumgæ | dâm′u | dam′i | dam′i | dom′oː | damēd | damēd | fϑam | twe | tweye | daamon | dɨfn | dʰouṇ",smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | smoke | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | breathe | dust | dust | dust | dust | dust | wind | wind | wind | wind | wind | wind | breathe | breathe | breathe | dust | dust | rain | nose | neck,7
*pleth₂-,Proto-Indo-European,,667 | 1580 | 1712 | 1923 | 2804 | 2929 | 4527 | 5264 | 5892 | 6681 | 6801 | 8055 | 8103,layn | leathan | platùs | layn | paḷal | pr̥thú- | plats | leathann | lethan | layn | litanos | ledan | pərəϑu | platýs | platýs | platý | platýs | platéo | plots | lhean | ledan | ledan | llydan | llydan | litan | frāx | ferā | prāh | fɨre | frāx | ledan | plátī | plecy | plecë | plátī | pláī | plẹ́či | lámh | làmh | lám | lama | laue | lom / lou | lau | llaw | llaw | planina | planina | planina | polować | polûvati | palâvac′ | poľovať | pòlowac | palḫi- | hoł | hoł | hoł | pṛthivī́ | plain | plain | prantare | chianta,wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | back | back | back | back | back | back | hand | hand | hand | hand | hand | hand | hand | hand | hand | mountain | mountain | mountain | hunt | hunt | hunt | hunt | hunt | wide | earth | earth | earth | earth | smooth | smooth | stand | tree,9
*pleh₂-,Proto-Indo-European,,667 | 1580 | 1712 | 1923 | 2804 | 2929 | 4527 | 5264 | 5892 | 6681 | 6801 | 8055 | 8103,layn | leathan | platùs | layn | paḷal | pr̥thú- | plats | leathann | lethan | layn | litanos | ledan | pərəϑu | platýs | platýs | platý | platýs | platéo | plots | lhean | ledan | ledan | llydan | llydan | litan | frāx | ferā | prāh | fɨre | frāx | ledan | plátī | plecy | plecë | plátī | pláī | plẹ́či | lámh | làmh | lám | lama | laue | lom / lou | lau | llaw | llaw | planina | planina | planina | polować | polûvati | palâvac′ | poľovať | pòlowac | palḫi- | hoł | hoł | hoł | pṛthivī́ | plain | plain | prantare | chianta,wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | wide | back | back | back | back | back | back | hand | hand | hand | hand | hand | hand | hand | hand | hand | mountain | mountain | mountain | hunt | hunt | hunt | hunt | hunt | wide | earth | earth | earth | earth | smooth | smooth | stand | tree,9
